"ET","CC","Pr","CI","OE","OW","NI","SI","RI","FI"
2355.5644,6,3,10,1289,3049,0,4,6,5
164.4983,4,3,10,144,149,0,0,6,0
22437.9542,10,5,36,1253,1887,0,15,30,0
1679.4281,3,2,7,345,470,0,1,2,0
86986.3067,9,4,28,0,11083,0,0,36,0
60.2117,3,3,7,1407,2225,0,0,3,0
46202.2281,6,6,21,2131,2672,0,1,14,0
88196.3447,36,4,58,0,2882,36,192,159,243
2794.9247,12,3,33,0,1799,10,2,19,35
37931.965,10,5,34,966,2438,0,0,45,0
8708.7964,6,3,26,0,2860,0,0,15,0
45976.2894,6,4,20,3034,2207,0,6,9,0
57479.6919,5,3,23,0,1890,0,6,4,0
10631.9972,6,3,21,337,369,0,0,10,5
4979.9364,4,3,17,0,10183,0,0,3,3
13797.1017,5,5,16,176,184,0,2,4,4
80348.9944,8,4,16,0,2882,0,4,24,0
6382.4411,10,4,16,3034,2207,0,8,37,0
960.4158,3,3,11,212,181,0,0,3,0
1652.7319,15,3,28,3034,2207,0,1,104,0
16225.4483,9,3,22,0,2882,0,16,20,0
11929.6192,12,5,20,908,2576,0,0,66,0
64369.7953,7,4,11,2131,2672,0,5,10,6
59447.9542,5,4,17,0,759,0,2,4,4
4913.205,4,3,25,9379,3289,0,2,4,0
4260.4342,15,5,18,606,1520,3,28,38,36
46684.885,12,7,22,606,1520,15,0,15,36
486.9869,6,3,13,3034,2207,0,5,10,0
1724.6436,7,3,23,1062,525,1,5,5,10
47514.6567,4,3,17,2131,2672,0,0,3,3
2354.8269,6,7,24,212,181,0,0,15,0
2533.765,6,3,15,380,1131,0,0,15,0
71114.1992,7,4,9,3642,7564,0,0,21,0
7173.3064,7,3,13,0,11083,0,0,21,0
36093.4508,5,3,7,1289,3049,0,2,8,0
85.3036,3,3,8,1062,525,0,0,3,0
59319.3397,9,3,36,344,403,0,0,36,0
53924.0967,5,3,7,2131,2672,0,3,3,4
79271.2983,12,3,23,0,2860,1,12,33,20
73535.2947,8,4,33,0,2860,0,6,15,7
1076.0975,6,3,9,1289,3049,0,1,14,0
32280.0647,9,3,20,1253,1887,0,4,24,8
27019.4431,9,4,32,1711,2531,0,0,36,0
14600.7083,6,7,37,176,517,0,3,12,0
1109.1342,3,3,14,212,181,0,0,3,0
19049.6072,6,3,18,3034,2207,0,0,15,0
14983.3658,5,3,21,1379,1009,0,0,10,0
1148.7347,5,3,9,908,2576,0,0,10,0
793.2581,10,3,26,499,311,1,2,26,16
42458.5003,10,4,33,499,311,0,0,45,0
6728.4256,7,3,18,908,2576,0,0,21,0
15.2047,3,3,9,212,181,0,0,3,0
2059.7078,3,4,19,3322,4921,0,0,3,0
74.6294,5,7,15,212,181,0,0,10,0
488.835,4,3,6,0,1506,0,0,6,0
7032.2275,14,5,25,606,1520,6,9,36,40
25240.4444,11,3,35,1289,3049,15,0,10,30
9699.6597,3,3,7,176,517,0,1,2,0
52921.6144,5,4,13,110,500,0,0,10,0
15796.5539,8,3,48,0,2860,0,0,28,0
501.4272,6,6,11,499,311,0,0,15,0
2174.4978,4,5,9,3034,2207,0,0,6,0
22449.1053,28,3,46,606,1520,28,88,102,160
5055.2961,4,3,8,1253,1887,0,0,3,3
869.1253,4,7,10,2023,1892,0,0,6,0
27269.6411,4,5,16,1407,2225,0,0,3,3
75402.9869,7,4,10,0,2882,0,4,11,6
31211.1125,7,5,34,4366,3624,0,9,12,0
1147.9211,3,5,10,3322,4921,0,0,3,0
119.2617,3,3,9,212,181,0,0,3,0
7402.9692,9,3,31,908,2576,0,0,36,0
99.6197,7,5,16,0,4560,0,1,20,0
12873.6611,4,4,6,0,4560,1,0,1,4
74210.9256,10,4,32,3108,4998,3,12,9,21
60480.1219,4,3,10,60,151,0,1,2,3
60.0528,7,3,19,1545,2019,0,7,14,0
32435.5125,8,3,23,9379,3289,3,0,10,15
79453.9497,16,4,43,0,2860,3,23,55,39
1686.2633,4,5,8,1289,3049,0,1,2,3
2129.9236,5,3,27,2023,1892,0,1,9,0
75459.4056,8,4,33,360,812,0,0,21,7
341.9517,4,5,12,1289,3049,0,1,5,0
14624.4878,6,3,16,0,4560,0,0,15,0
18952.8489,10,3,26,1289,3049,6,1,14,24
71921.69,4,3,14,475,372,0,0,6,0
126.1361,6,3,21,606,1520,0,0,15,0
8458.8111,13,5,40,176,517,6,23,13,36
78.0069,3,3,4,1407,2225,0,0,3,0
468.4217,4,3,16,2023,1892,0,0,6,0
80575.3231,10,4,43,0,2860,0,19,26,0
4221.0286,3,3,12,1379,1009,0,0,3,0
37.8922,6,7,11,2023,1892,0,0,15,0
34380.5564,23,5,52,1253,1887,45,14,64,130
1.0725,4,3,12,0,1506,0,0,6,0
67185.8164,12,4,43,0,21,0,8,47,11
28457.2894,13,4,61,1062,525,1,14,41,22
1720.6022,4,3,9,3034,2207,0,0,6,0
7121.1119,7,3,20,9379,3289,0,0,21,0
93678.1253,8,4,17,734,348,0,0,28,0
82318.8678,8,4,16,162,114,0,8,13,7
86874.6933,8,2,12,2131,2672,0,7,14,7
40681.5397,5,5,18,360,812,0,0,10,0
81771.3786,5,5,16,1289,3049,0,2,8,0
67798.0097,5,5,15,1289,3049,0,1,9,0
16293.7847,9,5,23,1289,3049,0,16,20,0
40843.1956,4,3,12,1289,3049,0,1,5,0
87859.4772,7,5,20,0,64,0,8,13,0
16134.9036,24,5,40,1197,1003,36,62,43,135
5709.6328,4,3,7,0,11083,0,0,6,0
51623.6983,5,3,12,0,2860,0,3,3,4
2572.0689,4,3,6,0,11083,0,0,6,0
46350.8892,4,3,7,0,4560,0,0,6,0
41572.8894,11,3,26,0,11083,0,0,55,0
9996.6928,11,3,15,0,11083,1,10,26,18
1950.4106,5,3,18,3034,2207,0,0,10,0
53713.1286,7,4,17,0,1811,0,2,13,6
66156.1983,6,3,15,0,1811,0,3,7,5
44855.3458,4,4,10,0,1811,0,3,3,0
82994.9242,9,4,22,0,1811,0,13,23,0
82077.2464,25,4,48,0,1811,6,125,85,84
87808.8736,14,4,31,0,10183,0,0,91,0
6361.235,8,6,16,1289,3049,1,9,6,12
95045.4469,76,4,125,499,311,0,0,2850,0
2826.9186,7,3,28,499,311,0,0,21,0
2708.3411,3,3,8,3034,2207,0,0,3,0
11165.355,19,3,35,606,1520,15,43,35,78
78987.6864,16,4,45,0,2470,0,70,35,15
16126.2433,4,3,9,0,4560,0,0,6,0
35137.0739,6,3,11,606,1520,0,0,15,0
87496.8222,10,3,28,2131,2672,0,10,35,0
29156.9283,5,3,13,472,580,0,0,10,0
3122.4592,5,7,14,1289,3049,0,0,10,0
317.1728,5,3,12,0,11083,0,0,6,4
7702.7894,5,3,27,176,517,0,0,10,0
3207.1403,3,3,14,144,149,0,0,3,0
4539.6861,11,1,13,0,11083,0,0,55,0
5891.76,17,5,37,606,1520,15,28,27,66
2638.2447,9,5,20,1407,2225,0,12,16,8
13747.1147,20,5,32,1289,3049,15,47,44,84
3916.4869,6,3,16,1289,3049,0,4,11,0
85529.7075,11,4,42,13,7,3,12,16,24
61117.3092,6,3,10,2131,2672,0,2,8,5
9864.1594,7,3,19,1691,1328,0,0,15,6
95203.9597,26,4,57,0,10183,0,0,325,0
236.6669,3,3,12,121,263,0,1,2,0
61583.7528,10,4,19,3322,4921,0,0,45,0
28579.2669,8,4,20,337,369,0,16,12,0
40380.4808,45,3,76,337,369,21,495,208,266
23371.8711,28,3,81,337,139,0,139,239,0
13538.5189,12,3,17,0,4560,1,30,15,20
29807.6856,7,3,20,131,465,0,0,21,0
2018.9569,4,3,12,107,91,0,0,3,3
455.7672,4,3,9,121,263,0,3,3,0
454.5172,4,3,9,121,263,0,0,6,0
1173.9175,4,3,9,121,263,0,0,6,0
983.8344,3,3,7,121,263,0,0,3,0
13776.1128,4,3,8,1289,3049,0,1,2,3
215.2661,4,3,9,121,263,0,0,6,0
166.3997,4,3,9,121,263,0,0,6,0
128.3331,3,3,7,121,263,0,0,3,0
58093.825,5,4,11,0,2860,0,0,10,0
5.9336,4,3,7,0,11083,0,0,3,3
994.0822,6,7,17,499,311,0,0,15,0
670.0442,6,3,15,606,1520,0,0,10,5
353.8408,7,7,15,1289,3049,0,1,20,0
28805.8144,12,5,49,0,2086,0,39,16,11
336.4461,4,5,17,0,1799,0,0,3,3
2807.9764,4,4,9,820,1382,1,0,1,4
45675.0517,30,5,47,110,500,120,59,32,224
34366.6414,7,3,10,0,4560,0,9,12,0
15434.9064,5,3,15,3034,2207,0,0,10,0
61027.2072,9,3,15,360,812,3,0,15,18
14998.2597,5,6,14,1289,3049,0,1,5,4
54237.5944,20,3,67,0,10183,0,0,190,0
81203.4431,5,4,22,0,1890,0,2,8,0
73400.2075,46,3,88,0,10183,0,0,1035,0
6279.565,5,1,8,0,4560,0,1,9,0
27241.6961,8,6,21,337,369,0,10,11,7
30573.3033,3,3,6,0,1890,0,0,1,2
12082.2789,3,3,7,3322,4921,0,0,3,0
3233.6461,5,2,17,212,181,0,0,10,0
747.6528,7,3,14,1289,3049,0,0,21,0
77201.7567,11,4,25,0,2860,0,19,36,0
100135.8364,10,4,22,0,3158,6,6,9,24
16655.1442,11,5,17,1407,2225,3,18,10,24
1376.4392,5,3,11,0,11083,0,0,10,0
1839.6189,13,6,30,908,2576,0,0,78,0
84556.8825,20,3,40,0,2470,21,58,20,91
776.1106,6,3,10,144,149,0,4,11,0
63657.2781,8,3,13,1253,1887,1,6,9,12
67189.4644,21,4,27,1253,1887,21,44,47,98
2807.89,3,3,8,908,2576,0,0,3,0
7896.3072,7,6,14,3322,4921,3,0,6,12
26755.6967,6,3,31,0,10183,0,0,15,0
30921.8933,25,4,59,337,369,3,126,105,66
27244.5297,4,3,19,162,114,0,0,3,3
94290.3067,8,3,38,0,4560,0,1,27,0
4507.9322,7,6,22,5,5,0,9,12,0
0.8331,3,3,9,2023,1892,0,0,3,0
4667.7186,12,5,32,1289,3049,6,1,27,32
16318.2261,8,5,31,1289,3049,0,15,6,7
77468.0228,11,3,60,3642,7564,0,0,55,0
1177.3714,25,3,35,3322,4921,28,57,79,136
4422.0525,162,3,201,0,11083,0,0,13041,0
740.0072,6,5,13,3322,4921,0,3,12,0
4878.0192,5,5,18,908,2576,0,3,7,0
2882.525,3,3,8,908,2576,0,0,3,0
3070.1739,8,5,15,499,311,0,0,28,0
4519.1714,5,3,13,212,181,0,0,10,0
2502.0264,11,3,24,212,181,0,8,47,0
65904.5861,7,3,18,110,500,0,6,9,6
52779.6558,6,5,22,3034,2207,0,0,15,0
2766.1436,5,6,13,908,2576,0,0,10,0
6519.2725,7,3,24,0,11083,0,0,21,0
19809.6831,4,3,27,9379,3289,0,0,6,0
2782.6914,3,3,13,3789,3761,0,1,2,0
11234.8836,4,3,8,1289,3049,0,0,6,0
87484.6242,9,4,37,0,2860,1,4,17,14
76342.9142,9,3,39,3322,4921,0,0,36,0
2485.1756,4,5,9,3034,2207,0,0,6,0
60226.1539,5,4,10,0,759,0,0,6,4
41055.7736,5,3,21,0,1117,0,1,9,0
68112.0247,9,5,30,1289,3049,3,0,15,18
60340.375,6,5,11,2131,2672,0,0,15,0
1249.8242,6,3,18,1289,3049,0,0,15,0
355.5808,4,3,10,3034,2207,0,0,6,0
96372.9725,16,4,32,3322,4921,0,0,120,0
97.6361,4,3,10,1062,525,0,3,3,0
7387.0081,30,5,55,908,2576,0,0,435,0
11525.1572,6,3,12,1289,3049,0,2,8,5
64536.2833,11,3,19,2131,2672,3,17,11,24
16334.1625,10,5,47,1198,1794,0,25,11,9
6365.5508,7,3,23,1407,2225,0,7,14,0
56184.6964,14,5,46,3322,4921,0,0,91,0
3622.5456,6,2,10,3034,2207,3,1,2,9
4514.5997,9,3,20,3322,4921,6,8,2,20
30860.1744,15,5,39,1198,1794,0,0,105,0
110.8953,4,3,15,0,11083,0,0,6,0
72137.36,16,4,17,1253,1887,0,15,90,15
65859.2972,17,4,23,0,2860,21,28,17,70
23839.7272,10,4,28,776,900,0,15,21,9
13361.6308,5,3,17,1379,1009,0,0,10,0
12771.1917,7,3,24,26,47,0,3,18,0
50127.3839,13,3,19,1407,2225,6,30,6,36
11623.1008,5,3,27,0,2096,0,0,10,0
8553.7375,6,3,20,908,2576,0,0,15,0
9182.7194,5,6,22,0,11083,0,5,5,0
7468.8467,5,6,10,1289,3049,0,2,4,4
66837.9125,18,3,24,1289,3049,0,91,62,0
74563.6372,5,3,16,0,2860,0,3,7,0
54268.9675,6,3,12,0,1890,0,2,8,5
9570.5267,7,3,24,3322,4921,0,0,21,0
3874.2231,5,2,23,1198,1794,0,2,4,4
43975.4569,40,3,110,1253,1887,6,388,242,144
1608.2639,8,6,16,3322,4921,0,0,28,0
25456.1536,9,5,25,0,11083,0,0,36,0
26905.6208,4,3,8,345,470,0,2,1,3
1659.3961,4,3,8,1289,3049,0,0,6,0
104.5492,3,3,14,0,4560,0,0,3,0
132.095,6,3,15,144,149,0,3,12,0
0.8561,3,3,4,1407,2225,0,0,3,0
4087.0761,5,3,15,0,11083,0,4,6,0
1546.6203,5,3,9,0,11083,0,0,10,0
1370.0597,4,5,5,0,1506,0,0,6,0
1546.5975,4,3,12,1289,3049,0,0,6,0
1031.9944,3,3,10,59,53,0,0,3,0
12055.9289,6,3,15,2023,1892,0,0,15,0
9841.1086,5,3,16,1289,3049,0,2,8,0
2882.6458,5,5,7,1289,3049,0,3,7,0
4461.5628,4,3,12,1289,3049,0,1,5,0
72566.4972,19,3,27,2131,2672,1,34,102,34
80712.9264,8,3,11,664,1177,0,0,28,0
5566.8189,17,5,25,606,1520,1,45,60,30
25108.6528,7,3,14,337,369,1,3,7,10
5605.6369,4,3,17,0,543,0,0,6,0
4852.1372,3,3,5,0,11083,0,2,1,0
95276.8331,28,3,51,9379,3289,0,198,153,27
71580.5003,5,7,6,0,412,1,0,3,6
12672.2669,6,3,17,2023,1892,0,0,15,0
65507.2906,10,6,18,606,1520,1,11,17,16
82867.4244,8,3,15,8,24,0,0,28,0
28973.1247,5,3,12,0,4560,0,3,3,4
7649.3419,4,3,9,1289,3049,0,0,6,0
9303.0422,4,3,10,2023,1892,0,0,6,0
9630.2853,7,3,14,0,11083,0,0,21,0
2033.4236,12,5,33,2023,1892,0,8,58,0
9770.9278,15,3,28,908,2576,0,0,105,0
58961.9231,12,3,44,1198,1794,0,4,62,0
9313.4906,4,3,21,908,2576,0,0,6,0
5804.6958,9,3,24,1289,3049,0,10,18,8
75424.7314,4,3,12,0,4560,0,3,3,0
288.1214,3,3,12,2023,1892,0,0,3,0
3368.8536,5,3,20,2023,1892,0,0,10,0
7180.4981,10,3,17,0,10183,6,6,9,24
51042.4547,7,4,18,0,11083,0,0,21,0
4820.9797,13,5,42,908,2576,0,0,78,0
9261.8497,10,5,24,606,1520,0,0,45,0
8863.9814,18,5,34,1198,1794,0,0,153,0
8702.3775,25,6,44,1289,3049,105,14,31,150
28113.2969,3,3,7,345,470,0,0,3,0
8363.49,9,3,13,1289,3049,1,9,12,14
2703.5544,11,3,42,820,1382,0,0,55,0
8744.7797,5,3,12,1289,3049,0,2,8,0
15993.7256,11,5,23,3789,3761,6,6,15,28
16829.3989,7,3,21,1407,2225,3,0,6,12
14797.3119,9,3,19,0,11083,0,0,36,0
51410.7378,10,3,15,0,1799,1,15,13,16
65582.7881,8,3,13,908,2576,0,0,28,0
82318.1528,18,4,24,0,2882,3,57,48,45
72359.2447,7,5,19,475,372,0,8,7,6
57185.1847,8,3,11,1253,1887,0,7,21,0
61236.5525,7,3,15,1253,1887,1,4,6,10
45864.0675,6,3,15,0,3158,0,3,12,0
20325.5792,46,3,76,908,2576,0,0,1035,0
679.9294,4,5,16,1407,2225,0,2,1,3
60651.0311,30,5,56,606,1520,28,79,152,176
46998.0653,7,3,18,606,1520,0,3,12,6
3141.7044,5,3,9,1289,3049,0,0,10,0
17301.6739,9,5,24,0,2086,3,6,9,18
11684.2044,3,3,5,0,11083,0,0,3,0
100434.04,17,3,44,3789,3761,0,0,136,0
9462.1639,11,3,13,0,11083,0,0,55,0
5776.4958,10,5,18,0,10183,0,5,40,0
2213.4078,5,4,22,0,10183,0,0,10,0
32327.9217,10,3,20,144,149,3,5,16,21
6069.5053,13,4,32,3034,2207,0,0,78,0
3236.7925,8,5,24,3322,4921,0,4,24,0
28836.6642,3,3,9,345,470,0,0,3,0
8089.5594,5,5,16,1289,3049,0,0,10,0
65652.0617,6,3,22,1062,525,0,0,15,0
26756.6028,4,3,23,345,470,0,2,4,0
18722.3114,4,3,13,345,470,0,0,6,0
27062.2081,11,5,32,3322,4921,0,0,55,0
110366.3772,12,6,53,1197,1003,0,16,50,0
44241.3678,26,6,37,1407,2225,55,72,33,165
2255.8117,4,3,5,1407,2225,0,0,3,3
6400.5264,10,3,29,50,237,0,6,39,0
56235.1808,14,3,32,1289,3049,0,10,81,0
98550.3289,20,3,53,606,1520,3,34,102,51
466.2822,5,3,9,0,10183,0,0,10,0
18244.9047,11,6,15,1407,2225,6,17,4,28
9563.8122,5,3,23,2023,1892,0,0,10,0
5855.7325,10,6,12,0,1506,6,10,5,24
96454.5483,8,4,14,0,1117,6,5,1,16
13422.8158,21,6,27,1289,3049,21,64,27,98
1153.9914,4,3,8,0,10183,0,0,6,0
64536.4467,23,5,56,1407,2225,21,73,47,112
9.3847,6,3,13,0,1506,0,7,8,0
8171.8961,22,6,59,1407,2225,28,38,53,112
4375.4869,18,5,39,9379,3289,15,50,16,72
72556.9281,10,5,15,0,1890,21,2,1,21
3379.2942,7,3,15,26,47,0,2,19,0
5453.8089,5,3,9,606,1520,0,0,10,0
50562.5347,8,3,19,0,10183,0,0,28,0
58423.685,7,1,19,0,11083,0,3,18,0
24357.1664,7,3,26,908,2576,0,0,21,0
18194.2672,8,3,25,0,10183,0,0,28,0
83473.0406,38,4,56,144,149,66,175,150,312
6014.9703,6,3,15,908,2576,0,0,15,0
4357.4075,9,6,16,1289,3049,6,6,4,20
69661.0833,26,6,61,162,114,28,49,104,144
9648.2311,13,5,30,162,114,1,29,26,22
43300.225,9,3,12,0,11083,0,0,36,0
37435.6769,34,3,47,1253,1887,136,94,42,289
13237.0961,8,3,16,0,11083,0,2,19,7
10151.0475,3,5,11,1062,525,0,2,1,0
7115.7822,40,6,79,908,2576,0,0,780,0
28525.6336,8,3,21,1289,3049,0,1,20,7
21150.8844,8,5,22,362,887,0,0,28,0
17609.6731,7,5,18,144,149,3,3,3,12
2714.6808,4,2,13,0,11083,0,0,6,0
39471.4797,9,3,16,337,369,0,18,10,8
2230.5186,3,3,11,908,2576,0,1,2,0
344.2211,3,3,9,519,421,0,0,3,0
10868.9547,16,3,29,1289,3049,15,28,17,60
4082.1867,5,3,21,2023,1892,0,2,8,0
30089.7803,8,3,17,1253,1887,10,0,3,15
13963.1919,9,6,27,144,149,0,18,10,8
192.9878,5,3,9,2,4,0,0,10,0
4204.5156,8,3,25,144,149,0,1,27,0
39083.2319,16,3,38,337,369,6,34,32,48
6804.3389,5,3,27,12,6,0,0,10,0
68231.8181,30,3,62,0,1890,0,110,296,29
7120.8892,8,5,20,908,2576,0,0,28,0
75185.1131,10,4,20,0,11083,0,0,45,0
71833.7047,18,4,49,3322,4921,3,37,68,45
66263.11,23,4,63,0,2860,3,83,107,60
22219.7261,20,3,28,1407,2225,0,29,142,19
38671.4703,6,3,15,606,1520,0,1,9,5
95953.7558,23,4,27,2131,2672,10,55,98,90
100615.8347,24,2,57,1253,1887,1,136,95,44
22201.2122,30,3,57,908,2576,0,0,435,0
8021.9122,7,3,9,0,4560,6,2,1,12
92024.7686,29,4,48,0,2860,10,192,84,120
99130.1172,5,3,12,0,1350,0,2,4,4
6576.8117,5,5,11,1289,3049,0,5,5,0
16741.1056,6,5,23,9379,3289,0,0,15,0
8045.3239,7,3,13,0,1506,0,1,20,0
9705.9519,18,3,32,1407,2225,28,17,28,80
9693.3894,8,3,23,50,237,0,0,28,0
6405.6944,3,3,6,0,4560,0,0,3,0
16006.0625,26,5,58,3322,4921,0,0,325,0
69266.1272,6,3,13,756,980,0,6,9,0
3503.1064,5,5,22,162,114,0,0,10,0
84196.4567,34,4,69,0,2860,66,126,105,264
3017.6881,4,6,27,908,2576,0,1,5,0
62733.7192,9,5,17,0,543,1,8,13,14
11763.64,7,5,27,0,1506,0,0,15,6
41124.3219,14,3,33,107,91,15,11,17,48
1052.7294,5,3,11,3322,4921,0,0,10,0
102168.9047,20,3,58,3322,4921,0,0,190,0
92593.7847,21,4,48,0,2860,28,36,42,104
93325.4903,131,4,166,0,3158,1891,1723,623,4278
16246.5436,17,6,71,908,2576,0,0,136,0
1318.5328,3,3,5,0,11083,0,0,3,0
20383.0986,8,3,12,1289,3049,0,7,14,7
67600.9747,7,5,12,110,500,0,12,3,6
27204.8008,7,3,11,0,4560,1,2,8,10
136.685,3,3,7,121,263,0,0,3,0
4269.4053,11,3,32,9379,3289,0,0,55,0
40219.9681,8,5,14,798,1459,1,8,7,12
87810.7903,5,3,14,1253,1887,0,2,4,4
75464.4458,6,5,7,0,1799,1,4,2,8
197.2656,3,3,9,2023,1892,0,0,3,0
55194.89,12,4,15,3642,7564,0,0,66,0
105883.1856,116,4,160,908,2576,0,0,6670,0
56878.5381,8,3,25,1711,2531,0,0,28,0
16751.1461,14,5,38,50,237,0,0,91,0
20966.0342,14,4,41,606,1520,1,16,50,24
54266.8719,16,3,29,1253,1887,0,62,58,0
25.6147,4,3,14,2023,1892,0,0,6,0
84253.1833,6,2,14,0,2860,1,1,5,8
86801.3011,13,4,28,732,1030,0,22,44,12
2378.855,4,3,8,472,580,0,0,6,0
67173.5953,12,4,19,0,3158,10,9,12,35
198.2706,3,3,8,2023,1892,0,0,3,0
16274.7014,10,5,51,3322,4921,0,0,45,0
11705.8731,4,3,32,64,46,0,0,6,0
31991.2339,5,3,17,3322,4921,0,0,10,0
124.9553,6,7,15,3322,4921,0,1,14,0
271.7364,5,3,16,50,237,0,0,10,0
2833.8367,3,3,17,26,47,0,0,3,0
69008.5719,30,4,46,0,2882,15,202,74,144
77154.7281,14,3,42,0,10183,0,0,91,0
72.2419,4,3,9,472,580,0,0,6,0
9507.7456,9,3,14,3322,4921,0,1,35,0
10180.1825,6,5,21,606,1520,0,0,10,5
5038.7747,4,3,17,162,114,0,2,1,3
91172.5839,12,4,30,0,1890,15,1,14,36
97888.9339,13,4,53,0,2860,0,8,58,12
30139.2581,26,3,40,144,149,15,132,58,120
229.6739,3,3,2,1407,2225,0,0,3,0
102729.9661,27,4,58,0,2882,3,131,145,72
1343.9889,6,3,15,908,2576,0,0,15,0
3051.0739,8,3,13,1407,2225,0,8,13,7
4270.4083,7,3,28,121,263,0,4,17,0
3396.7428,5,3,13,55,260,0,3,7,0
3544.3042,3,3,9,55,260,0,0,3,0
4058.6247,4,3,8,55,260,0,0,3,3
2597.0414,3,4,10,82,196,0,0,3,0
3077.9531,3,3,11,82,196,0,0,3,0
1022.2547,3,3,8,32,173,0,0,3,0
2605.5694,3,4,10,82,196,0,0,3,0
1426.5789,3,4,9,82,196,0,0,3,0
3082.2392,3,2,11,82,196,0,0,3,0
941.7578,4,3,9,45,61,0,1,5,0
3680.1953,4,3,10,55,260,0,0,6,0
3548.2117,5,3,20,100,103,0,0,10,0
7313.3533,4,3,14,0,10,0,2,4,0
722.7172,3,3,10,82,196,0,0,3,0
1492.4431,3,4,11,82,196,0,0,3,0
4108.0036,4,3,10,0,424,0,1,5,0
1492.3228,5,4,19,45,61,0,0,6,4
1281.8931,4,4,11,82,196,0,1,5,0
3629.0378,4,3,17,3,24,0,2,4,0
7407.9281,6,5,21,4,11,0,0,10,5
2177.9883,5,3,18,32,173,0,5,5,0
3033.6258,5,3,18,82,196,0,3,7,0
1310.56,4,3,11,82,196,0,1,5,0
4071.6403,5,5,10,0,424,0,7,3,0
3620.6403,4,3,14,63,87,0,0,6,0
3625.8392,4,3,13,63,87,0,0,6,0
2078.5681,6,4,20,7,26,0,6,9,0
538.6047,3,3,4,32,201,0,0,3,0
1738.0169,5,4,18,32,201,0,3,7,0
7667.6472,4,5,20,122,60,0,1,5,0
125.0681,3,3,15,100,103,0,1,2,0
498.7861,5,3,9,37,239,0,1,5,4
3518.75,6,3,32,65,121,1,0,6,8
940.1633,5,3,9,32,201,0,6,4,0
5623.9608,5,3,18,32,201,0,0,10,0
2980.4517,5,4,13,82,196,0,0,6,4
9009.4022,5,5,18,82,196,0,2,8,0
1528.9714,6,3,13,37,239,0,3,12,0
160.6911,3,3,13,82,196,0,0,3,0
5763.1519,5,3,32,32,201,0,4,6,0
2441.6211,5,3,29,19,47,0,2,4,4
5122.1225,5,3,18,82,196,0,0,6,4
246.3625,3,4,11,5,28,0,1,2,0
96.5292,4,3,13,55,260,0,1,5,0
815.4642,4,3,8,82,196,0,1,5,0
1601.8692,5,3,17,37,239,0,3,7,0
5561.0914,4,5,39,63,87,0,1,5,0
3528.9889,7,3,26,5,9,0,5,10,6
3437.1231,5,3,26,122,60,0,2,8,0
2638.9197,3,3,17,100,103,0,0,3,0
6897.0703,6,3,26,19,47,1,0,6,8
45.7094,3,3,8,32,201,0,0,3,0
780.2319,3,3,10,37,239,0,0,3,0
215.6336,3,3,12,32,201,0,0,3,0
448.34,4,3,13,55,260,0,0,3,3
6257.7186,3,3,8,0,424,0,0,3,0
1329.9108,12,5,32,82,196,0,32,34,0
3520.3283,3,3,19,100,103,0,0,1,2
1623.7514,3,5,24,32,173,0,0,1,2
5857.8717,3,3,10,37,239,0,0,1,2
1632.5317,3,3,14,55,260,0,1,2,0
2162.9986,3,3,18,32,173,1,0,0,2
1699.0731,5,3,16,32,173,0,3,7,0
15307.4289,9,3,26,5,14,1,17,4,14
26993.6042,8,3,27,55,260,3,4,6,15
29510.9464,4,4,9,0,424,0,3,3,0
5058.4111,3,5,13,32,173,0,0,1,2
28953.1036,4,4,26,65,121,0,3,3,0
28848.5792,6,3,23,0,7,0,3,12,0
28777.5528,5,3,20,52,18,0,0,10,0
12549.4667,7,3,12,5,14,0,15,6,0
37611.1378,5,6,25,225,193,0,2,4,4
38142.6033,4,3,23,63,87,0,3,3,0
40243.0583,5,5,16,0,127,0,2,8,0
18633.8592,5,3,22,19,69,0,1,5,4
43751.8289,6,5,20,0,127,0,0,10,5
5545.8169,3,4,16,947,2387,0,1,2,0
526.3103,6,3,9,32,102,0,2,13,0
5377.3847,4,3,10,48,659,0,2,1,3
5141.4761,4,3,12,48,659,0,0,3,3
4819.6075,4,3,11,34,117,1,0,1,4
4677.13,4,3,12,34,117,0,0,3,3
2887.2903,4,3,12,34,117,0,0,3,3
2292.6161,6,5,18,111,654,3,0,3,9
1794.1872,4,5,7,111,654,1,1,0,4
2332.1953,3,3,13,32,102,0,0,3,0
238.7308,3,3,10,111,654,1,0,0,2
1081.5781,4,5,15,0,5,0,3,3,0
10228.8825,5,3,11,48,659,0,0,6,4
98.9297,3,3,2,34,117,0,2,1,0
553.5858,3,3,2,34,117,0,3,0,0
16962.6439,6,3,8,19,333,0,3,7,5
3.9844,3,3,7,34,117,0,2,1,0
1822.5614,4,3,8,111,654,0,0,3,3
56.2556,5,7,11,48,659,1,2,1,6
1599.0247,5,6,15,2,30,0,1,5,4
3734.8242,6,6,16,48,659,0,2,13,0
27398.5931,3,5,6,111,654,1,0,0,2
10566.6681,5,3,13,34,117,1,1,2,6
12529.5453,15,3,20,111,654,10,30,15,50
15934.0722,3,3,7,2,60,1,0,0,2
21344.2511,14,3,19,31,87,28,12,3,48
12276.4869,7,3,12,5,88,6,2,1,12
12498.6183,7,3,11,19,333,3,4,2,12
1028.8331,8,5,18,48,659,6,3,3,16
9757.5744,9,3,14,31,87,6,6,4,20
1089.5525,4,3,17,10,320,0,0,3,3
6724.8664,5,4,16,48,659,3,0,1,6
