"ET","CC","Pr","CI","OE","OW","NI","SI","RI","FI"
497.8528,4,4,4,3863,370,0,0,6,0
843.7589,5,3,8,80,30,0,0,10,0
843.6775,5,3,7,80,30,0,0,10,0
843.5739,3,3,6,80,30,0,0,3,0
843.5522,5,3,7,80,30,0,0,10,0
664.0392,4,3,5,367,67,0,0,6,0
603.7608,5,3,16,7,1,0,0,6,4
512.4175,3,3,8,335,67,0,0,3,0
1674.7564,3,2,12,0,15,0,0,3,0
646.2553,5,1,8,37,16,0,3,7,0
602.7075,4,1,5,309,56,0,0,6,0
602.2325,4,1,5,309,56,0,0,6,0
354.8206,4,1,7,0,15804,0,0,6,0
354.4281,4,1,5,850,157,0,0,6,0
354.2947,4,1,5,850,157,0,0,6,0
5548.6589,4,5,12,0,15804,1,0,1,4
2738.5225,7,5,12,367,67,1,1,9,10
2347.5144,5,5,12,0,15804,0,3,3,4
1220.1164,3,5,5,294,73,0,1,2,0
1174.4758,7,5,7,57002,161,1,3,7,10
1073.0672,6,5,11,3863,370,0,6,9,0
998.2328,3,5,5,572,19,0,0,3,0
887.3622,3,5,6,294,73,0,1,2,0
858.3689,4,5,5,55,18,0,0,6,0
853.0214,4,5,11,1844,118,0,1,2,3
754.5297,5,5,6,2615,293,0,0,10,0
719.7275,5,5,7,3863,370,0,0,10,0
4396.3331,4,4,8,125,42,0,3,3,0
2349.1917,3,4,8,203,44,0,1,2,0
2011.54,3,4,8,2615,293,0,0,3,0
2008.3978,3,4,6,37,16,0,0,3,0
2007.5283,3,4,9,0,15804,0,1,2,0
1988.1483,4,4,7,56,6,0,0,6,0
1917.3281,3,4,9,294,73,0,0,1,2
1846.435,3,4,9,56,6,0,1,2,0
1702.8561,4,4,10,92,23,0,3,3,0
1682.8622,3,4,9,125,42,0,0,1,2
1413.8197,5,4,10,850,157,0,3,7,0
1386.0294,4,4,10,0,15,0,2,4,0
1357.7833,4,4,9,444,105,0,3,3,0
1244.9061,3,4,8,92,23,0,0,3,0
1171.3197,3,4,7,203,44,0,1,2,0
1142.8261,4,4,5,3863,370,0,0,6,0
1082.3456,5,4,9,80,30,0,0,6,4
1029.1072,3,4,6,294,73,0,0,3,0
1028.9125,4,4,4,55,18,0,0,6,0
2419.1708,4,3,10,2615,293,0,0,3,3
1773.0383,3,3,7,294,73,0,1,2,0
1361.9803,3,3,9,125,42,0,1,2,0
1314.0642,4,3,10,2615,293,0,2,4,0
987.8792,3,3,5,2684,416,0,1,2,0
901.7933,4,3,5,3863,370,0,0,6,0
5708.4383,4,2,9,2615,293,0,0,6,0
2541.0583,3,2,8,41,15,0,0,1,2
1336.9292,5,1,7,462,94,0,1,9,0
1319.5128,4,1,7,227,59,0,0,6,0
1214.1847,3,1,6,92,23,0,0,3,0
1197.8489,4,1,5,755,163,0,0,6,0
1171.4156,3,1,6,444,105,0,0,3,0
1151.6511,4,1,5,2615,293,0,0,6,0
1142.3281,4,1,5,850,157,0,0,6,0
1042.8986,4,1,7,0,15804,0,0,6,0
1029.2153,5,1,6,227,59,0,1,9,0
1005.8867,3,1,7,444,105,0,1,2,0
1001.9389,3,1,4,2615,293,0,0,3,0
992.2786,5,1,7,850,157,0,1,9,0
898.2194,5,1,7,227,59,0,0,6,4
832.6531,4,1,5,462,94,0,0,6,0
815.1803,3,1,9,0,15,0,0,3,0
736.3858,4,1,5,462,94,0,0,6,0
669.6758,4,1,5,2615,293,0,0,6,0
2004.5219,4,6,6,850,157,0,0,6,0
1719.3169,4,6,5,2684,416,0,0,6,0
1477.6225,5,6,6,3863,370,0,0,10,0
1387.7003,5,6,8,3863,370,0,1,9,0
2182.1447,3,5,7,92,23,0,1,2,0
2081.5136,5,5,10,45,10,0,0,6,4
2036.1142,6,5,10,3863,370,0,0,10,5
2008.6547,4,5,4,55,18,0,0,6,0
1945.1269,3,5,14,0,15804,0,0,1,2
1746.6344,3,5,6,92,23,0,0,3,0
1719.6914,3,5,6,92,23,0,0,3,0
1557.0833,3,5,9,348,13,0,1,2,0
1500.765,5,5,13,3863,370,0,0,10,0
1493.1486,5,5,10,3863,370,0,0,6,4
1400.8522,4,5,14,294,73,0,2,4,0
1386.0119,3,5,7,68,16,0,0,3,0
5919.6531,4,4,10,125,42,0,3,3,0
5083.1278,3,4,7,1396,310,0,1,2,0
3718.2439,3,4,11,125,42,0,0,1,2
2205.6872,4,4,14,0,3,0,3,3,0
2060.8231,3,4,10,0,15,0,0,3,0
2036.9678,5,4,6,3863,370,0,0,10,0
2008.1678,3,4,8,0,15804,0,0,3,0
1928.4183,3,4,8,4,4,1,0,0,2
1915.6631,3,4,7,14,1,0,0,1,2
1815.0553,3,4,10,4005,69,0,0,1,2
1745.3681,3,4,6,68,16,0,0,3,0
1578.2925,3,4,5,2615,293,0,0,3,0
2420.5533,3,3,9,2615,293,0,0,3,0
2416.8789,4,3,9,43,17,0,0,3,3
2398.2147,5,3,10,462,94,0,0,10,0
2127.59,4,3,5,3863,370,0,0,6,0
2062.3722,5,3,9,3863,370,0,0,10,0
2046.3739,4,3,15,3863,370,0,2,4,0
2538.4172,6,2,11,139,39,0,2,8,5
2342.8569,6,2,11,0,15,0,2,13,0
1991.9636,3,2,7,2684,416,0,1,2,0
1698.28,3,2,8,203,44,0,0,3,0
1990.2831,4,1,5,2615,293,0,0,6,0
1815.6056,3,1,5,294,73,0,0,3,0
1703.4681,4,1,5,2225,411,0,1,5,0
1696.4989,3,1,6,4,1,0,0,1,2
1696.1892,4,1,6,348,13,0,0,6,0
1671.0286,4,1,7,0,15804,0,0,6,0
1578.26,3,1,6,68,16,0,0,3,0
2055.215,4,6,5,294,73,0,2,4,0
2035.9689,4,6,10,461,55,0,1,5,0
2346.9297,4,5,7,56,6,0,0,6,0
2346.2333,3,5,9,125,42,0,0,3,0
5726.6386,3,4,8,125,42,0,1,2,0
4091.5106,5,4,11,37,16,0,6,4,0
3908.0981,5,4,11,125,42,0,2,4,4
2831.1911,6,4,13,585,6,0,0,15,0
3230.6861,6,4,8,1319,18,0,3,7,5
2998.5036,7,4,16,0,5,0,3,12,6
2519.7431,3,4,8,37,16,0,0,3,0
2519.6825,3,4,8,37,16,0,0,3,0
2487.1589,4,4,7,2615,293,0,0,6,0
2408.4956,3,4,9,92,23,0,1,2,0
2875.1597,5,3,12,55,22,0,5,5,0
2701.0506,4,3,5,57002,161,0,0,6,0
2561.7186,6,3,9,462,94,0,4,6,5
2541.095,3,3,9,1396,310,0,1,2,0
2520.2039,3,3,6,462,94,0,0,3,0
2517.5775,4,3,8,139,39,0,0,6,0
2517.4903,4,3,8,139,39,0,0,6,0
5154.9289,4,2,16,372,40,0,3,3,0
5056.3706,5,2,15,0,15804,0,1,9,0
2728.5147,5,2,8,294,73,0,0,10,0
2540.0478,3,2,9,0,15804,0,0,3,0
2368.8864,3,2,14,0,1,0,1,2,0
2057.2967,4,6,10,2615,293,0,0,6,0
5054.7914,5,5,10,444,105,0,3,7,0
4099.6894,5,5,14,1319,18,0,1,9,0
3860.2703,4,5,10,335,67,0,2,4,0
3501.0003,6,5,12,41,9,0,3,12,0
3330.9119,4,5,6,444,105,0,0,6,0
3068.8967,4,5,11,444,105,0,0,6,0
3052.8056,4,5,10,3863,370,0,0,6,0
3044.3664,3,5,9,27,14,0,1,2,0
2995.9464,5,5,7,3863,370,0,0,10,0
2901.3344,5,5,10,41,5,0,1,9,0
5778.2511,4,4,10,3863,370,0,1,5,0
4794.9783,3,4,7,2615,293,0,0,3,0
4239.2011,4,4,8,80,30,0,2,4,0
4238.6783,4,4,10,43,17,0,0,3,3
4217.2539,3,4,9,2615,293,0,0,3,0
4164.4394,3,4,7,28,8,0,1,2,0
4074.5822,3,4,8,80,30,0,1,2,0
3975.6806,4,4,9,0,15804,0,0,6,0
3928.8681,3,4,9,45,7,0,1,2,0
3910.1472,3,4,9,462,94,0,1,2,0
3746.3992,6,4,11,461,55,0,3,12,0
3741.2786,4,4,5,3863,370,0,0,6,0
3740.2408,5,4,11,0,5,0,1,9,0
3721.4025,4,4,8,10,4,0,2,4,0
3713.9078,3,4,6,294,73,0,0,3,0
3710.2847,4,4,5,3863,370,0,0,6,0
3375.3886,3,4,6,62,9,0,0,3,0
3212.1208,4,4,4,3863,370,0,0,6,0
3087.0928,3,4,7,850,157,0,0,3,0
3068.9033,3,4,5,444,105,0,0,3,0
3067.0481,3,4,6,3863,370,0,0,3,0
2859.2439,5,4,12,3,1,0,3,7,0
6041.1061,4,3,12,125,42,0,1,5,0
5772.6722,4,3,12,0,15804,0,1,5,0
4275.4406,3,3,9,294,29,0,0,3,0
4053.3975,4,3,6,227,59,0,0,6,0
4024.7311,3,3,7,294,73,0,0,3,0
4002.4125,3,3,7,294,73,0,0,3,0
3839.9222,5,3,8,585,6,0,3,7,0
3769.1908,3,3,5,41,9,0,1,2,0
3741.015,4,3,7,41,9,0,0,6,0
3205.7933,3,1,5,294,73,0,0,3,0
3185.4494,3,1,6,55,22,0,0,3,0
2896.0072,4,1,5,850,157,0,0,6,0
2838.7614,4,1,5,850,157,0,0,6,0
2829.3589,4,1,6,2615,293,0,0,6,0
3837.0158,5,4,15,0,15,0,2,8,0
837.9514,5,4,6,55,18,0,0,10,0
833.3142,4,4,5,755,163,0,0,6,0
719.975,3,4,4,2684,416,0,0,3,0
718.1214,3,4,4,2615,293,0,0,3,0
716.3358,5,4,9,3863,370,0,0,10,0
5415.8539,6,3,11,585,6,0,1,9,5
4430.34,4,3,12,125,42,0,1,5,0
3210.8481,3,3,8,294,73,0,0,3,0
1675.1306,3,2,7,39,9,0,0,1,2
1508.2981,5,2,11,1023,54,0,1,9,0
969.2903,4,2,5,3863,370,0,0,6,0
854.8572,4,2,7,27,3,0,1,5,0
2830.4167,7,4,16,444,105,0,1,14,6
2416.4594,5,4,10,43,17,0,0,6,4
1506.985,3,3,7,462,94,0,0,3,0
1415.5839,4,3,7,2615,293,0,0,6,0
4273.7672,3,2,10,850,157,0,1,2,0
3885.3058,6,2,10,139,39,0,3,12,0
4384.4689,6,3,9,65,2,0,0,10,5
2675.9581,4,1,5,1023,54,0,0,6,0
2661.8333,4,1,5,227,59,0,0,6,0
2418.1778,3,1,5,294,73,0,0,3,0
2386.0572,3,1,9,0,15804,0,1,2,0
2202.6931,4,1,5,2615,293,0,0,6,0
2201.1247,4,1,5,2615,293,0,0,6,0
3713.0964,4,3,5,3863,370,0,0,6,0
3568.7928,5,3,7,2242,181,0,0,6,4
3438.1008,4,3,6,41,9,0,0,6,0
3344.2525,4,3,6,41,9,0,0,6,0
3206.3636,7,3,11,1023,54,0,1,20,0
3189.9636,3,3,7,3863,370,0,0,3,0
3096.1292,4,3,7,41,9,0,0,6,0
4358.5961,4,2,14,0,5,0,0,6,0
4341.0222,4,2,7,125,42,0,2,4,0
3868.4436,3,2,13,0,1,0,0,1,2
3762.3881,5,2,8,462,94,0,1,9,0
3396.3739,4,2,5,3863,370,0,0,6,0
3261.5672,3,2,7,2684,416,0,0,1,2
3146.1697,3,2,7,28,8,0,0,1,2
3878.1517,3,1,5,294,73,0,0,3,0
3741.3319,3,1,8,2684,416,0,0,3,0
3738.7892,4,1,5,850,157,0,0,6,0
3538.1692,4,1,6,80,30,0,1,5,0
3525.8583,3,1,6,80,30,0,1,2,0
3437.7408,3,1,7,2615,293,0,0,3,0
1775.4272,5,3,8,55,18,0,1,9,0
1424.0339,4,3,9,2225,411,0,1,5,0
2288.8953,5,4,9,2225,411,0,4,6,0
4072.7394,4,4,13,0,15,0,0,3,3
644.23,3,3,6,884,151,0,0,1,2
334.1628,3,1,4,0,15804,0,2,1,0
3841.8903,4,4,10,2615,293,0,0,6,0
2055.6761,6,4,11,850,157,0,0,10,5
4406.2272,4,4,14,294,29,0,2,4,0
4265.7044,6,4,11,125,42,0,4,11,0
2033.9064,5,1,6,227,59,0,1,9,0
2037.7736,4,3,16,2615,293,0,1,5,0
2998.4022,7,4,24,57,5,0,6,15,0
327.5831,7,4,19,348,13,0,2,13,6
142.9531,3,4,6,2684,416,0,1,2,0
881.3122,6,4,43,0,15804,1,0,6,8
70.7247,4,6,11,3863,370,0,0,6,0
1370.3753,6,5,14,755,163,0,0,15,0
145.1153,3,4,7,222,76,0,1,2,0
293.2886,4,6,13,0,15804,1,1,0,4
778.5653,3,6,10,2831,403,0,2,1,0
1980.0814,3,6,12,222,76,0,0,1,2
2178.5881,3,6,11,37,13,0,1,2,0
191.3153,3,6,10,2831,403,0,1,2,0
2178.495,3,5,12,37,13,0,0,3,0
2178.2075,3,5,10,37,13,0,0,3,0
3099.8572,5,4,11,37,13,0,0,6,4
184.1936,8,5,16,348,13,0,3,18,7
169.2261,4,5,9,4,1,0,1,2,3
74.4814,3,1,4,694,114,0,0,3,0
1367.6478,3,4,8,884,151,0,0,3,0
603.1347,3,4,11,0,15804,0,1,2,0
2530.6864,5,6,8,226,34,1,2,1,6
674.9428,3,1,6,0,15804,0,1,0,2
1310.5533,3,5,8,188,60,0,0,1,2
1829.155,3,3,3,2242,181,0,0,3,0
2409.2644,3,1,10,0,15804,0,0,1,2
1198.1267,3,5,10,2831,403,0,1,2,0
1198.0997,4,5,12,2831,403,0,3,3,0
2656.4394,3,5,5,4838,263,0,0,3,0
1886.1794,3,5,2,294,73,0,0,1,2
2221.1994,4,5,7,0,15804,0,4,2,0
1380.9283,3,1,2,2684,416,0,0,3,0
1046.4086,3,1,2,4838,263,0,2,1,0
1001.4569,4,1,7,0,15804,0,2,4,0
948.6375,4,1,6,0,15804,0,1,5,0
1139.1806,3,1,5,0,15804,0,0,3,0
1139.5611,3,1,5,0,15804,0,0,3,0
1166.9386,3,1,5,0,15804,0,0,3,0
1212.8733,5,1,9,4838,263,0,3,7,0
2867.8836,4,5,7,0,15804,0,2,4,0
1796.9658,4,5,6,4838,263,0,0,6,0
1215.8869,4,4,5,2225,411,0,1,5,0
1482.0806,3,3,2,2615,293,0,0,3,0
1488.5033,3,5,8,0,15804,1,0,0,2
4.6486,3,5,5,199,31,0,0,3,0
1942.4686,7,1,32,37,13,0,11,10,0
932.2011,3,4,10,3,28,1,0,0,2
1342.1083,4,3,9,0,15804,0,1,2,3
880.8439,4,3,14,199,19,0,0,3,3
1677.6794,5,1,8,37,13,0,1,5,4
762.8075,4,1,7,0,15804,0,0,3,3
411.1317,4,1,9,400,127,0,1,2,3
261.9058,3,1,9,14,7,0,0,1,2
2239.2828,5,5,14,1,12,1,0,3,6
569.4089,3,1,6,0,15804,1,0,0,2
1337.4794,5,4,15,2684,416,0,3,3,4
22.7314,3,1,3,309,56,0,0,3,0
210.2944,3,5,6,694,114,0,1,0,2
16.345,3,5,6,694,114,0,1,0,2
1679.4006,3,5,9,884,151,0,1,2,0
2956.49,3,4,12,884,151,0,1,2,0
375.7331,3,5,4,884,151,0,1,2,0
1389.7119,4,5,8,57002,161,0,2,4,0
1053.0781,3,3,8,1162,209,0,0,1,2
2321.3964,5,4,12,2615,293,0,0,10,0
2031.2858,4,5,5,4838,263,0,3,3,0
855.7611,3,4,2,4838,263,0,0,3,0
2029.6269,4,4,11,57002,161,0,0,6,0
327.1039,3,2,3,57002,161,0,0,3,0
135.5222,3,2,2,57002,161,0,0,3,0
126.7214,3,1,8,3863,370,1,0,0,2
1489.5906,3,5,5,57002,161,0,0,3,0
1.5681,3,1,5,57002,161,0,0,1,2
550.8478,4,5,5,694,114,0,2,4,0
1078.0803,4,1,8,444,105,0,3,3,0
7163.9294,3,2,7,0,15804,0,1,2,0
6845.1975,3,2,8,0,15804,0,1,2,0
3347.6125,5,5,11,0,15804,0,4,2,4
3835.1872,3,3,7,0,15804,3,0,0,0
308.9175,5,4,6,3863,370,0,4,6,0
4022.2472,4,1,11,0,15804,0,0,6,0
1193.3553,4,1,11,6,3,0,0,3,3
462.3172,4,1,10,388,52,0,1,2,3
377.5242,4,1,10,7,5,0,0,3,3
624.4481,3,4,9,694,114,0,1,2,0
474.2297,4,4,16,0,3,0,1,2,3
88.5897,3,5,5,884,151,0,0,3,0
614.4522,3,2,2,57002,161,0,0,3,0
151.2453,5,6,12,57002,161,0,3,7,0
1889.6875,10,2,43,0,15804,1,15,13,16
53.9403,3,1,3,335,67,0,0,1,2
7091.31,3,3,7,0,15804,0,1,2,0
4222.9747,5,3,8,37,16,0,3,7,0
653.2672,4,3,10,309,56,0,1,5,0
7371.6472,4,3,20,0,15804,0,0,6,0
325.1564,4,5,13,2684,416,0,3,3,0
853.8089,4,5,7,3863,370,0,0,6,0
2940.6372,3,6,8,234,44,0,1,0,2
3149.8189,3,5,10,234,44,0,0,1,2
3001.6658,3,5,7,31,5,0,1,0,2
4861.2753,3,3,2,1396,310,0,1,2,0
1778.6958,3,3,2,234,44,0,2,1,0
5320.5406,3,1,4,234,44,0,0,3,0
5122.8056,4,1,9,234,44,0,1,5,0
4110.2475,3,1,4,1396,310,0,0,1,2
2960.8794,3,1,2,10,2,0,0,3,0
1882.9825,4,4,12,572,19,0,1,5,0
817.1256,5,5,12,142,114,0,0,6,4
8.5111,3,3,7,0,15804,0,1,0,2
847.4053,3,5,6,694,114,0,0,3,0
222.7731,3,4,2,57002,161,0,0,3,0
386.0264,4,4,4,694,114,0,0,6,0
250.4844,3,4,2,142,114,0,0,3,0
3903.825,3,4,7,0,15804,0,0,3,0
3662.0572,5,4,10,0,15804,0,4,2,4
2942.1625,5,4,7,0,15804,0,3,3,4
2661.0583,3,2,21,0,15804,0,1,2,0
2427.0575,5,2,16,0,15804,0,6,4,0
2149.4906,3,2,11,0,15804,0,0,3,0
1315.0528,3,3,15,0,15804,0,0,3,0
3457.0606,4,3,14,0,15804,0,4,2,0
1989.9619,3,4,23,0,15804,0,0,3,0
0.8333,3,5,7,335,67,0,1,0,2
6060.3622,4,3,13,4048,142,0,1,2,3
2292.1181,3,4,19,0,15804,0,1,2,0
2292.1206,3,4,19,0,15804,0,0,3,0
3832.7056,4,5,18,0,15804,0,0,3,3
4361.4836,3,2,6,0,15804,0,1,2,0
169.3394,3,5,4,694,114,0,0,3,0
1515.9906,3,4,8,0,15804,0,0,1,2
7624.3114,3,4,12,0,15804,0,1,2,0
7405.2347,3,3,8,0,15804,0,1,2,0
6106.0169,4,3,13,0,15804,0,0,6,0
7197.9294,3,2,9,0,15804,0,1,2,0
7582.5619,6,3,17,0,15804,3,0,3,9
1710.7206,3,1,10,0,15804,0,2,1,0
999.1097,7,5,40,0,15804,3,2,4,12
5283.4739,4,5,10,2225,411,0,1,5,0
4679.6453,3,5,8,188,60,0,2,1,0
4755.7039,6,5,22,188,60,1,5,1,8
1809.1878,6,6,22,369,34,0,0,15,0
3258.3356,3,5,7,188,60,0,0,1,2
2529.6822,3,5,11,95,23,0,1,2,0
3083.1456,4,5,9,2225,411,0,3,3,0
1368.7422,3,3,10,142,114,0,1,2,0
0.1817,3,1,15,0,15804,0,0,1,2
1012.9061,4,5,22,4048,142,0,1,2,3
3018.7403,5,4,15,400,127,1,0,3,6
838.9597,3,4,15,57002,161,0,0,3,0
1012.9575,3,3,13,57002,161,0,1,2,0
140.4761,3,5,21,0,15804,0,1,0,2
8194.0883,3,3,15,0,15804,0,2,1,0
32.665,6,1,11,4048,142,0,7,3,5
1745.5478,3,2,19,367,67,1,0,0,2
1783.6233,3,1,2,755,163,0,0,3,0
8873.4858,5,2,10,155,35,1,2,1,6
1764.6203,3,1,2,335,67,0,0,3,0
3182.0436,4,2,7,0,15804,0,2,4,0
1631.6533,3,2,8,0,15804,0,0,1,2
2128.7639,3,1,2,342,47,0,0,1,2
1600.2642,3,1,2,203,44,0,0,3,0
1453.2483,3,1,6,0,15804,0,0,1,2
1410.84,3,1,8,0,3,0,0,1,2
1418.6369,3,1,3,1920,164,0,0,1,2
1415.8383,3,1,2,309,56,0,0,3,0
1344.8536,3,1,3,1920,164,0,0,3,0
1312.3647,3,1,6,0,15804,0,0,3,0
1398.6056,4,2,4,1920,164,0,1,5,0
1279.8686,3,1,3,203,44,0,0,3,0
1240.3489,3,1,3,1162,209,0,0,3,0
1251.4156,3,1,3,69,17,0,1,2,0
1122.6353,3,1,2,462,94,0,0,3,0
1120.7231,3,1,3,1162,209,0,0,3,0
1435.2106,3,1,3,1920,164,0,0,3,0
1093.7178,3,1,9,19,12,0,0,3,0
3858.2589,4,2,9,203,44,0,1,5,0
1016.7519,3,2,3,1920,164,0,0,3,0
1094.2297,3,1,2,19,12,0,1,2,0
1017.5325,5,3,7,387,102,0,6,4,0
996.1994,3,1,8,19,12,0,0,3,0
9517.9697,9,4,25,12,3,0,13,15,8
7368.9178,3,3,8,0,15804,0,1,2,0
6304.2836,3,3,7,0,15804,0,1,2,0
5145.6328,5,2,23,868,110,0,1,9,0
1006.2264,4,1,7,155,35,0,1,2,3
999.8231,3,1,4,755,163,0,0,3,0
976.9864,3,1,8,139,39,0,1,2,0
975.2986,3,1,5,444,105,0,0,3,0
998.8767,5,1,7,462,94,0,3,7,0
950.9931,3,1,3,66,19,0,0,3,0
1071.7869,3,1,5,1403,139,0,0,1,2
2424.6694,4,1,8,850,157,0,1,5,0
947.6586,3,1,5,335,67,0,0,3,0
936.0719,4,3,5,1920,164,0,1,5,0
2801.8781,4,1,14,0,15804,0,0,3,3
1161.9911,4,1,20,1403,139,0,1,5,0
5319.9739,7,2,19,1403,139,1,2,8,10
2336.2392,3,1,5,0,15804,0,0,1,2
922.9417,3,1,2,203,44,0,0,3,0
935.9458,5,3,7,850,157,0,1,5,4
853.8594,3,3,2,2684,416,0,0,3,0
1066.4728,3,1,2,309,56,0,0,3,0
237.9978,3,4,17,367,67,0,0,3,0
2978.4917,4,5,10,43,17,0,1,5,0
3956.6517,5,5,10,0,15804,0,10,0,0
2143.2322,4,5,8,188,60,0,1,2,3
5871.7144,7,4,20,2225,411,0,10,11,0
448.7986,7,6,23,24,2,0,0,21,0
4180.0575,4,4,9,188,60,0,4,2,0
2250.7694,3,4,4,2225,411,0,1,2,0
1181.6817,4,1,5,188,60,0,0,3,3
1800.1286,3,1,5,0,15804,0,1,2,0
1999.6531,3,1,2,2615,293,0,0,3,0
2521.4269,5,1,6,188,60,0,0,6,4
2521.1764,5,1,8,188,60,0,0,10,0
2995.8067,3,1,5,188,60,0,1,2,0
6552.7228,4,3,7,188,60,0,0,3,3
2744.8456,3,3,7,188,60,0,0,3,0
7116.9319,7,1,21,188,60,0,6,9,6
57.7242,3,4,5,2225,411,0,0,1,2
4324.4706,4,1,5,188,60,0,1,5,0
3009.2922,3,1,5,188,60,0,0,3,0
3019.0061,3,1,5,188,60,0,0,3,0
3931.9828,3,3,7,188,60,0,0,1,2
1205.0072,3,1,3,188,60,0,0,3,0
2539.0272,5,1,6,188,60,0,0,10,0
5377.325,5,3,12,188,60,0,2,8,0
1379.7531,3,3,8,188,60,0,0,3,0
21.9278,3,6,6,142,114,0,2,1,0
748.3614,3,5,4,694,114,0,1,2,0
5644.4456,3,4,6,0,15804,0,2,1,0
3447.8272,4,1,8,18,12,1,0,1,4
598.8236,3,1,6,400,127,0,0,1,2
581.6844,3,1,9,12,3,0,0,1,2
318.2053,3,1,9,12,3,0,0,3,0
225.8242,3,1,9,12,3,0,0,3,0
161.5564,3,1,9,33,29,0,0,1,2
1010.4528,3,4,8,199,31,0,1,2,0
186.2178,4,5,23,335,67,0,3,3,0
186.215,4,5,13,694,114,0,0,6,0
766.4817,4,4,5,2225,411,0,0,6,0
2755.5994,4,5,9,10,4,0,3,3,0
1314.5322,4,3,8,22,3,0,0,6,0
1358.5706,9,6,23,335,67,1,11,10,14
477.7078,3,6,7,868,110,0,0,3,0
328.9181,5,6,14,868,110,0,4,6,0
1673.9975,4,5,6,335,67,0,0,3,3
483.29,6,5,14,49,11,1,5,1,8
483.1653,4,5,8,868,110,0,3,3,0
3178.0239,3,4,9,868,110,0,0,3,0
2515.5117,4,4,13,335,67,0,5,1,0
835.9539,3,4,13,694,114,0,0,3,0
449.5731,3,4,2,3863,370,0,0,3,0
274.1111,3,4,4,434,19,0,0,3,0
248.4458,4,4,7,434,19,0,0,6,0
154.9581,3,4,7,868,110,0,0,1,2
117.1619,3,4,3,335,67,0,0,3,0
20.0328,5,4,11,222,76,0,4,6,0
3169.6769,4,3,9,868,110,0,0,3,3
1191.9381,3,3,15,694,114,0,0,3,0
2114.5753,5,2,7,335,67,0,5,5,0
283.4417,4,2,7,868,110,0,0,6,0
3177.7889,3,1,7,868,110,0,0,3,0
3167.3592,3,1,5,868,110,0,0,3,0
3144.4675,3,1,8,80,30,0,0,3,0
2816.1658,3,1,7,0,15804,0,2,1,0
2277.9714,3,1,6,0,15804,0,0,3,0
1847.8703,3,1,7,0,15804,0,2,1,0
1482.9317,3,1,4,868,110,0,1,2,0
1269.0253,3,1,5,335,67,0,0,3,0
1268.3608,3,1,5,335,67,0,0,3,0
1221.1161,3,1,5,335,67,0,0,3,0
1204.4739,3,1,7,0,15804,1,0,0,2
1147.0978,3,1,3,23,19,0,0,1,2
1012.4997,3,1,3,1162,209,0,1,2,0
956.2006,4,1,6,4838,263,0,1,5,0
845.7025,3,1,12,694,114,0,0,3,0
818.5789,3,1,13,694,114,0,0,3,0
816.58,3,1,12,694,114,0,0,3,0
706.6064,4,1,7,2831,403,0,3,3,0
451.7414,3,1,2,2831,403,0,0,3,0
329.0028,3,1,4,1076,34,0,0,3,0
322.8175,3,1,3,1920,164,0,1,2,0
309.9814,3,1,5,294,29,0,1,2,0
309.8181,3,1,3,43,17,0,1,2,0
135.6333,3,1,6,0,15804,0,2,1,0
97.4656,3,1,3,400,127,0,0,3,0
85.1683,3,1,5,868,110,0,0,3,0
73.2886,3,1,2,400,127,0,0,3,0
19.8494,3,1,8,0,15804,0,0,3,0
2450.5992,3,3,9,2225,411,0,0,1,2
2910.0925,4,5,4,95,23,0,0,3,3
468.7294,3,5,4,2225,411,0,1,2,0
154.8181,3,1,3,335,67,0,0,3,0
143.5917,3,1,3,400,127,0,0,3,0
104.805,3,1,5,335,67,0,0,3,0
96.3619,3,1,3,400,127,0,0,3,0
95.6964,3,1,3,400,127,0,0,3,0
71.4239,3,1,3,400,127,0,0,3,0
17.6103,3,1,5,2831,403,0,0,3,0
1915.6639,4,5,12,884,151,0,1,5,0
2001.0564,4,1,12,388,52,0,0,6,0
299.6631,4,1,8,14,7,0,1,2,3
285.2475,3,1,9,19,4,0,1,2,0
253.9828,4,1,9,14,7,0,0,3,3
521.9942,4,5,15,2225,411,0,1,2,3
141.7575,3,1,6,444,51,3,0,0,0
3502.0814,5,5,17,309,56,1,1,2,6
707.0572,3,5,9,309,56,0,0,1,2
27.2783,3,5,7,142,114,0,0,3,0
27.5133,3,1,5,142,114,0,0,3,0
1821.7067,6,1,12,294,73,0,1,9,5
865.0983,4,4,11,227,59,0,1,5,0
139.7561,3,4,8,676,150,0,0,1,2
139.7467,3,4,8,676,150,0,0,3,0
143.9389,4,3,5,3863,370,0,0,6,0
3162.2842,6,5,9,2225,411,0,1,9,5
3162.6197,3,4,3,2225,411,0,0,3,0
695.6619,4,4,8,188,60,0,1,5,0
1.9253,3,6,13,0,15804,0,1,2,0
430.5125,3,5,12,2249,67,0,1,2,0
80.0733,3,1,3,676,150,0,1,2,0
1225.27,4,3,7,400,127,0,0,6,0
23.535,3,1,3,4048,142,0,1,2,0
1047.5628,3,1,8,868,110,0,0,3,0
23.3558,3,1,8,868,110,0,0,3,0
1649.1772,8,5,34,2242,181,0,6,22,0
1506.1578,3,5,8,139,39,0,0,3,0
2299.4517,3,5,14,2242,181,0,0,3,0
1213.4469,4,5,11,2615,293,0,0,6,0
805.7436,4,5,6,2242,181,0,1,5,0
692.0417,3,5,3,2615,293,0,0,3,0
665.9036,5,5,24,139,39,0,0,6,4
655.5861,3,5,5,2615,293,0,0,3,0
