"ET","CC","Pr","CI","OE","OW","NI","SI","RI","FI"
5411.4417,4,3,9,308,34,0,0,6,0
718.1772,4,3,7,15,10,0,0,6,0
658.5706,4,3,7,84,26,0,0,6,0
646.1122,3,3,4,308,34,0,0,3,0
643.2967,4,3,7,444,124,0,2,4,0
539.83,4,1,9,36,14,1,0,1,4
533.4486,3,1,6,699,58,0,0,3,0
3677.6644,3,1,6,208,23,0,0,3,0
791.6744,3,1,6,50,12,0,0,3,0
511.0103,3,1,6,824,58,0,0,3,0
448.3503,4,4,3,35,8,0,2,4,0
327.6489,15,1,67,4048,142,0,36,55,14
334.4067,15,1,67,4048,142,0,0,105,0
135.68,15,1,67,4048,142,0,0,105,0
135.2231,15,4,67,4048,142,0,0,105,0
2533.4317,15,1,67,4048,142,0,0,105,0
141.3272,5,6,14,1106,116,0,0,10,0
135.7978,3,6,4,216,48,0,0,3,0
1157.6681,6,5,17,344,81,0,0,15,0
176.8108,5,5,12,24,5,0,1,9,0
1337.8381,6,4,14,57002,161,0,2,13,0
1130.9531,6,5,27,1106,116,0,0,15,0
671.7825,4,5,6,2145,165,0,0,6,0
974.6781,6,4,11,344,81,0,2,8,5
192.6517,5,3,17,0,2,0,3,7,0
3487.0394,6,3,19,119,34,0,2,13,0
3533.7444,6,5,17,2573,208,0,0,15,0
1361.4342,6,3,16,56,14,0,2,13,0
1174.1933,4,3,6,344,81,0,0,6,0
1152.9575,6,3,20,54,24,0,4,11,0
1012.1592,5,2,17,1106,116,0,1,9,0
535.1819,3,1,5,119,34,0,0,3,0
1610.6606,3,1,6,14,7,0,0,3,0
1303.9936,6,1,18,0,15804,0,2,13,0
1156.9825,3,1,6,22,8,0,0,3,0
1121.2017,6,1,12,344,81,0,0,15,0
958.3239,3,1,6,27,7,0,0,3,0
861.9256,6,1,19,54,24,0,2,13,0
860.6986,3,1,4,216,48,0,0,3,0
560.0117,3,1,6,842,86,0,0,3,0
223.9889,3,1,8,842,86,0,0,3,0
189.5097,6,5,14,344,81,0,3,12,0
173.2536,5,5,9,842,86,0,0,10,0
2208.5622,4,5,12,85,24,0,2,4,0
1157.7978,5,5,8,2145,165,0,0,10,0
1057.5858,5,5,8,2145,165,0,1,9,0
839.9936,6,5,8,2145,165,0,1,14,0
821.5153,7,4,22,44,13,0,3,18,0
335.3475,3,4,4,842,86,0,0,3,0
2740.3025,6,4,10,2145,165,0,0,10,5
1176.3828,5,3,12,44,13,0,0,10,0
836.0803,5,3,15,699,58,0,2,8,0
2480.8525,5,3,15,699,58,0,0,10,0
1160.2172,4,3,7,56,14,0,1,5,0
1159.6253,4,3,7,216,48,0,1,5,0
1121.9903,4,3,6,2703,184,0,1,5,0
836.25,4,3,7,384,82,0,1,5,0
674.7142,5,3,11,842,86,0,2,8,0
468.9733,4,3,6,199,36,0,2,4,0
385.0664,4,3,6,53,15,0,0,6,0
382.5897,4,3,7,26,9,0,1,5,0
365.8367,4,3,7,115,74,0,1,5,0
280.3086,9,1,15,344,81,0,2,26,8
270.1006,3,1,4,344,81,0,0,3,0
982.5222,4,1,6,13,24,0,2,4,0
959.625,4,1,5,2703,184,0,0,6,0
939.5783,4,1,6,113,17,0,0,3,3
720.5269,3,1,5,2703,184,0,0,3,0
483.5897,5,6,10,59,12,0,2,8,0
165.6186,5,6,5,1106,116,0,1,9,0
825.465,9,5,21,199,36,0,14,22,0
821.0544,4,5,6,216,48,0,0,6,0
3086.7169,3,5,3,2145,165,0,0,3,0
2008.3114,4,4,7,1106,116,0,0,6,0
202.1997,6,4,9,113,17,0,2,13,0
3251.9514,3,4,6,344,81,0,0,3,0
2329.3731,5,4,6,2145,165,0,4,6,0
851.6161,4,4,6,2145,165,0,0,6,0
682.2711,6,4,14,199,36,0,1,14,0
533.4294,4,3,10,74,11,0,1,5,0
399.3236,4,3,8,74,11,0,0,6,0
3580.4869,5,3,14,44,13,0,2,4,4
3370.9442,6,3,9,44,13,0,1,9,5
2534.7775,4,3,6,2703,184,0,0,6,0
1413.6292,4,3,6,65,32,0,0,3,3
1017.8269,6,3,13,199,36,0,0,15,0
976.275,5,3,6,5,2,0,0,6,4
913.1008,4,3,6,384,82,0,0,6,0
651.0061,7,2,13,842,86,0,3,18,0
211.5628,3,1,5,74,11,0,0,3,0
4896.8586,3,1,5,384,82,0,0,3,0
1230.9914,3,1,6,85,24,0,1,2,0
1021.0569,4,1,5,59,12,0,1,5,0
989.3647,4,1,7,2,3,0,0,6,0
875.1447,3,1,6,8,4,0,0,1,2
675.0875,3,1,5,65,32,0,0,3,0
669.2031,3,1,5,113,17,0,0,3,0
358.6058,4,6,6,344,81,0,1,5,0
341.1231,4,6,11,842,86,0,1,5,0
598.8592,4,6,8,199,36,0,0,6,0
579.0339,4,6,6,74,11,0,0,6,0
116.7994,4,5,7,842,86,0,1,5,0
95.7972,4,5,5,216,48,0,0,3,3
474.0739,3,5,3,2145,165,0,0,3,0
468.5711,4,5,11,2145,165,0,0,6,0
448.2656,3,5,5,842,86,0,0,3,0
429.5983,4,5,6,199,36,0,0,6,0
420.7222,5,5,10,113,17,0,2,8,0
406.4978,3,5,3,2145,165,0,0,3,0
391.7906,3,5,5,842,86,0,0,3,0
159.8144,3,5,3,2145,165,0,0,3,0
113.8822,4,4,6,113,17,0,1,5,0
94.1064,4,4,6,384,82,0,1,5,0
934.9356,4,4,10,8,4,0,0,3,3
604.1875,4,4,6,199,36,0,0,6,0
479.1161,4,4,7,8,4,0,0,6,0
456.7192,6,4,11,199,36,0,0,15,0
301.0589,5,4,7,842,86,0,0,10,0
290.9075,4,3,6,842,86,0,0,6,0
250.1367,4,3,6,60,17,0,1,5,0
2656.4367,4,3,6,113,17,0,1,5,0
318.4747,4,1,5,150,39,0,1,5,0
267.6819,4,1,5,150,39,0,0,6,0
1339.3697,4,1,5,3,2,0,0,3,3
597.5181,4,1,6,2,1,1,0,1,4
271.4953,3,5,3,2145,165,0,0,3,0
250.2481,3,5,4,2145,165,0,0,3,0
99.5697,4,6,12,165,31,0,0,6,0
31.1842,9,6,22,262,54,0,9,27,0
212.9503,6,5,17,1403,139,0,1,14,0
162.21,6,5,17,1403,139,0,0,15,0
5020.0094,9,5,35,61,18,0,9,27,0
4711.3014,11,5,32,1583,299,0,9,46,0
3919.2603,7,5,57,342,47,0,3,18,0
3845.3544,7,4,42,57002,161,0,0,21,0
3070.9231,7,5,12,22,5,0,7,14,0
2203.1508,6,5,11,43,21,0,6,9,0
2859.0492,5,5,5,290,96,0,1,9,0
2410.2525,6,5,12,28,7,0,3,12,0
2136.2964,9,5,21,1485,333,0,6,22,8
2055.1633,5,5,8,262,54,0,0,10,0
2012.9156,8,5,21,227,30,0,4,24,0
1986.3703,7,5,19,410,18,0,0,21,0
1865.5131,9,5,21,262,54,0,3,33,0
1815.9417,8,5,20,380,76,0,0,28,0
1789.8928,8,5,22,24,9,0,3,25,0
1702.9,8,5,20,1583,299,0,10,18,0
1690.6292,4,5,7,25,14,0,1,5,0
1474.0569,4,5,17,1583,299,0,0,6,0
1465.4542,8,5,9,40,13,0,7,21,0
1323.4744,6,5,18,6,3,0,3,12,0
1322.9106,5,5,14,284,99,0,1,9,0
1223.8619,6,5,16,367,67,0,1,14,0
1220.0739,10,5,25,342,85,0,7,38,0
1208.2797,6,5,8,150,39,0,1,9,5
1132.2608,3,5,4,384,83,0,0,3,0
1123.7067,7,5,18,355,71,0,2,19,0
1041.8261,5,5,11,190,25,0,0,10,0
977.3319,7,5,19,9,5,0,0,15,6
836.3086,7,5,20,387,102,0,0,21,0
820.2936,7,5,18,262,54,0,0,21,0
749.8475,10,5,24,387,102,1,3,25,16
504.9353,9,5,36,44,11,0,3,25,8
481.4492,7,5,17,1485,333,0,3,18,0
441.4931,4,5,4,165,31,0,0,6,0
349.9978,5,5,7,2096,179,0,0,6,4
333.9711,6,4,9,3,2,0,1,9,5
288.2108,7,4,13,0,15804,0,6,15,0
9279.6858,5,4,13,368,17,0,0,10,0
4851.8261,7,4,10,37,13,0,1,20,0
4593.9686,7,4,27,1583,299,0,1,20,0
3714.2161,8,4,27,1583,299,0,3,25,0
3713.4383,4,4,4,684,91,0,0,6,0
3518.4814,5,4,10,51,14,0,1,9,0
3025.0053,5,4,11,74,19,0,1,9,0
3000.0597,5,4,13,699,58,0,1,9,0
2567.8858,5,4,6,290,96,0,0,10,0
2524.6672,5,4,13,384,83,0,0,10,0
2456.5614,5,4,9,0,1,0,2,8,0
2396.1397,5,4,7,72,24,0,1,9,0
2361.6142,4,4,4,684,91,0,0,6,0
2156.1033,5,4,7,684,91,0,0,10,0
2154.3047,8,4,13,5,2,0,4,17,7
2135.7764,5,4,7,51,14,0,0,10,0
1989.6492,5,4,6,40,5,0,0,10,0
1985.9086,4,4,12,227,67,0,0,6,0
1918.0878,4,4,10,1583,299,0,0,6,0
1833.095,4,4,10,1583,299,0,0,6,0
1694.3208,7,4,28,667,121,0,1,14,6
1694.3028,7,4,12,165,31,0,3,18,0
1660.225,7,4,17,523,61,0,1,20,0
1623.9364,5,4,6,684,91,0,0,10,0
1525.6697,7,4,18,66,27,0,4,17,0
1483.6931,5,4,9,6378,106,0,0,10,0
1483.6928,8,4,21,1162,209,0,0,28,0
1455.4769,6,4,8,342,85,0,0,10,5
464.6478,6,4,18,667,121,0,2,13,0
1362.57,3,3,5,1485,333,0,0,3,0
1354.7772,4,3,4,355,71,0,0,6,0
41.965,4,1,4,45,12,0,1,5,0
40.7733,5,1,7,6,3,0,1,9,0
5230.4411,5,1,9,25,8,0,2,8,0
4225.0933,5,1,7,25,8,0,1,9,0
3224.7403,6,1,7,78,28,0,0,15,0
2905.5494,4,1,10,43,21,0,0,6,0
2358.5922,5,1,7,344,81,0,1,5,4
2210.0128,4,1,6,123,22,0,1,5,0
2062.4075,5,1,8,110,28,0,1,9,0
2043.8997,5,1,6,290,96,0,0,10,0
1989.5836,4,1,5,20,6,0,0,6,0
1537.7342,5,1,6,387,102,0,0,10,0
1478.9319,4,1,5,20,6,0,0,6,0
1473.7281,4,1,5,51,14,0,0,6,0
1455.0406,5,1,7,20,6,0,1,9,0
1364.3803,5,1,9,45,16,0,3,7,0
1340.2206,4,1,4,2096,179,0,0,6,0
1335.0328,4,1,5,25,12,0,2,4,0
1334.7619,6,1,6,72,24,0,1,14,0
1321.905,4,1,6,0,15804,0,0,6,0
1295.7381,4,1,5,1403,139,0,0,6,0
1286.3817,7,1,7,399,128,0,3,12,6
1282.9353,4,1,5,14,8,0,0,3,3
1279.705,5,1,7,61,18,0,1,9,0
1221.5992,4,1,4,24,7,0,1,5,0
1185.4339,4,1,4,95,26,0,0,3,3
1181.6808,4,1,5,227,67,0,0,6,0
1181.255,4,1,5,95,26,0,0,6,0
1176.0514,4,1,5,43,21,0,0,6,0
1167.2828,4,1,5,73,33,0,0,6,0
1161.8233,4,1,5,58,31,0,1,5,0
1155.1492,5,1,6,667,121,0,0,10,0
1035.86,5,1,6,15,4,0,3,7,0
1016.475,4,1,4,850,157,0,0,6,0
1011.4278,4,1,4,190,25,0,0,6,0
1001.3792,4,1,5,5,2,0,2,4,0
981.2406,7,1,15,43,21,0,2,13,6
947.2567,4,1,5,51,14,0,0,6,0
884.6422,4,1,4,2684,416,0,0,6,0
881.1761,4,1,4,227,59,0,0,6,0
829.4933,4,1,4,155,35,0,0,6,0
778.1981,4,1,4,62,18,0,1,5,0
674.1647,4,1,5,399,128,0,0,6,0
662.2117,4,1,6,0,15804,0,0,6,0
626.5667,5,1,6,35,8,0,1,9,0
545.3942,8,1,16,0,15804,0,11,17,0
522.9106,5,1,7,290,96,0,0,6,4
520.2656,4,1,4,24,7,0,0,6,0
387.2425,4,1,4,577,69,0,0,6,0
313.2197,4,1,5,399,128,0,0,6,0
208.2697,4,1,4,14,2,0,2,4,0
193.1975,4,1,5,384,83,0,0,6,0
192.5828,5,4,7,227,67,0,0,10,0
124.0053,8,4,17,2096,179,0,4,24,0
1304.9414,4,4,5,667,121,0,0,6,0
1303.4756,7,4,26,667,121,0,0,21,0
1298.1036,6,4,12,95,26,0,0,15,0
1260.56,8,4,20,850,157,0,4,24,0
1209.5453,5,4,7,63,11,0,0,10,0
1188.87,6,4,7,850,157,0,0,15,0
1171.8128,6,4,12,342,85,0,0,15,0
1164.1667,5,4,5,2684,416,0,0,10,0
1134.1194,6,4,9,27,7,0,2,13,0
1123.8394,4,4,4,684,91,0,0,6,0
1122.6303,5,4,8,384,83,0,0,10,0
1120.9811,5,4,14,755,163,0,0,10,0
1029.1889,6,4,16,190,25,0,3,12,0
945.975,4,4,8,111,47,0,0,6,0
840.2075,5,4,8,699,58,0,0,10,0
833.2894,5,4,7,399,128,0,1,9,0
788.8094,8,4,10,17,9,0,2,19,7
675.1008,5,4,8,0,15804,0,0,10,0
551.0761,4,4,5,342,85,0,0,6,0
545.5103,4,4,4,684,91,0,0,6,0
455.325,6,4,14,208,23,0,0,15,0
448.7097,9,3,29,69,10,0,13,23,0
318.5892,6,3,8,43,21,0,0,15,0
4320.8131,6,3,17,218,49,0,0,10,5
2973.15,4,3,9,384,83,0,0,6,0
2710.4644,9,3,22,74,19,0,7,29,0
2690.4114,5,3,5,61,27,0,3,7,0
2564.9031,4,3,8,1583,299,0,0,6,0
2494.7108,5,3,7,46,7,0,1,9,0
2467.8692,5,3,8,209,65,0,0,10,0
2209.6544,5,3,7,189,60,0,1,9,0
2185.315,4,3,5,168,51,0,0,6,0
2153.6153,4,3,4,684,91,0,0,6,0
2014.2014,4,3,5,168,51,0,0,6,0
1987.9119,5,3,7,387,102,0,2,8,0
1981.8672,4,3,5,684,91,0,0,6,0
1974.0236,4,3,5,342,85,0,0,6,0
1891.9458,5,3,7,13,5,0,2,8,0
1786.35,5,3,7,63,24,0,1,9,0
1683.5094,6,3,17,78,28,0,2,13,0
1676.655,5,3,8,189,60,0,1,9,0
1562.5414,4,3,4,684,91,0,0,6,0
1555.0961,3,3,4,284,99,0,0,3,0
1538.1372,4,3,6,1583,299,0,0,6,0
1481.2178,5,3,5,1583,299,0,1,9,0
1466.5681,4,3,5,2096,179,0,0,6,0
1369.7492,4,3,5,684,91,0,0,6,0
1332.9581,5,3,6,14,8,0,1,9,0
1220.63,3,3,3,1583,299,0,0,3,0
1218.5428,5,3,6,43,21,0,0,10,0
1200.1628,4,3,5,384,83,0,0,6,0
1182.7369,4,3,5,290,96,0,0,6,0
1180.8497,5,3,6,58,31,0,1,9,0
1180.6142,4,3,4,684,91,0,0,6,0
1122.5939,5,3,16,427,59,0,1,9,0
1120.7281,6,3,16,850,157,0,1,14,0
1027.4061,4,3,4,850,157,0,0,6,0
1026.0828,6,3,11,342,85,0,0,10,5
712.3731,7,3,10,342,85,0,1,20,0
655.7742,4,3,5,342,85,0,0,6,0
655.4183,5,3,5,2096,179,0,0,10,0
435.0731,6,3,8,399,128,0,0,15,0
294.9139,4,3,5,2096,179,0,0,6,0
175.395,4,3,5,1485,333,0,0,6,0
109.2197,5,6,10,4048,142,0,0,10,0
62.2419,7,5,33,1583,299,0,0,21,0
61.9828,8,5,17,511,72,0,3,25,0
3700.7283,9,4,34,57002,161,0,9,27,0
2205.2819,9,5,47,190,25,0,0,36,0
3138.1189,9,5,19,227,67,0,7,29,0
3030.5297,6,5,16,399,128,0,1,14,0
2563.3681,8,5,23,156,32,0,1,20,7
2173.5194,9,5,23,25,3,0,11,25,0
1966.0922,9,5,29,61,18,0,1,35,0
1961.4533,8,5,41,35,8,0,5,23,0
1533.4481,8,5,24,57002,161,0,0,28,0
1468.8692,6,5,8,25,8,0,4,11,0
630.2028,5,5,14,61,18,0,0,10,0
1021.0028,8,5,19,1583,299,1,4,11,12
1002.8675,4,5,9,0,15804,0,1,5,0
964.7136,6,5,18,1583,299,0,0,15,0
799.1358,7,5,11,95,26,0,4,17,0
482.5028,5,4,13,1485,333,0,0,10,0
381.9667,5,4,10,72,24,0,1,9,0
7200.1267,5,4,19,1583,299,0,0,10,0
4065.1583,11,4,16,95,26,0,27,28,0
2931.1125,6,4,10,39,7,0,7,8,0
2738.1811,6,4,10,174,82,0,1,9,5
2215.4292,7,4,9,699,58,0,1,20,0
2182.2114,4,4,4,850,157,0,0,6,0
1919.9278,5,5,15,476,89,0,2,8,0
1820.7458,5,4,12,72,24,0,0,10,0
2375.5983,4,4,4,684,91,0,0,6,0
1641.9147,6,4,7,444,105,0,1,14,0
1633.4967,6,4,9,0,15804,0,1,14,0
1529.3825,5,4,9,1485,333,0,0,10,0
1390.5728,7,4,20,310,58,0,0,15,6
1213.4169,5,4,9,284,99,0,0,10,0
1200.0983,5,4,13,1485,333,0,0,10,0
1149.3872,7,4,17,577,69,0,1,20,0
1142.7886,5,4,5,50,12,0,1,9,0
1000.3031,5,4,6,227,67,0,1,9,0
955.5844,8,4,11,4048,142,0,6,22,0
897.7994,3,4,4,684,91,0,0,3,0
845.3011,5,4,7,1050,96,0,3,7,0
842.9506,6,3,9,9,3,0,4,11,0
810.8681,5,3,13,9,3,0,1,9,0
9063.7489,6,3,11,100,58,0,3,12,0
7676.015,6,3,11,88,13,0,6,9,0
3738.0025,6,3,9,174,82,0,2,13,0
2650.0317,8,3,13,461,128,0,10,18,0
2638.1933,6,3,7,667,121,0,0,15,0
2535.2917,6,3,9,290,96,0,0,15,0
2034.8417,5,3,6,176,18,0,1,9,0
1640.3894,4,3,5,34,6,0,2,4,0
1392.7547,5,3,6,399,128,0,1,9,0
1326.0486,4,3,6,399,128,0,0,6,0
1229.5111,4,3,5,1485,333,0,0,6,0
1213.0019,3,3,4,1583,299,0,0,3,0
1169.8478,4,3,5,190,25,0,0,6,0
1157.4608,5,3,6,24,7,0,1,9,0
1057.9592,5,3,6,13,10,0,3,7,0
994.1114,6,3,9,174,82,0,4,11,0
951.2686,5,3,7,1050,96,0,0,10,0
887.765,5,3,5,342,85,0,1,9,0
886.6275,4,3,7,699,58,0,3,3,0
875.5694,5,3,6,58,13,0,1,9,0
873.1025,5,3,9,0,15804,0,2,8,0
747.0181,4,2,4,536,12,0,0,6,0
517.2942,4,1,6,63,11,0,0,6,0
1675.0878,6,1,9,2096,179,0,2,13,0
3218.5269,4,1,4,72,24,0,0,6,0
2364.7283,3,1,5,387,102,0,0,3,0
2357.0494,5,1,7,25,8,0,0,10,0
2337.0439,5,1,7,0,15804,0,0,10,0
2216.1067,4,1,5,1485,333,0,0,6,0
2215.2083,5,1,7,33,3,0,1,9,0
2057.7717,4,1,6,0,15804,0,0,6,0
1905.8808,4,1,5,290,96,0,0,6,0
1723.9767,3,1,5,290,96,0,0,3,0
1569.2708,4,1,5,78,28,0,0,6,0
1568.4322,4,1,5,262,54,0,0,6,0
1514.3183,4,1,5,78,28,0,0,6,0
1432.4731,5,1,6,9,2,0,0,6,4
1400.09,4,1,7,0,15804,0,0,6,0
1397.5647,4,1,6,0,15804,0,1,5,0
1385.5344,4,1,5,290,96,0,0,6,0
1376.7669,5,1,5,39,7,0,2,8,0
1350.1492,4,1,5,227,67,0,0,6,0
1301.8486,4,1,6,0,15804,0,0,6,0
1182.485,4,1,6,19,8,0,1,5,0
1173.5225,4,1,6,0,15804,0,0,6,0
870.3906,4,1,5,399,128,0,0,6,0
868.1783,4,1,5,4,2,0,0,3,3
853.3428,5,1,21,0,15804,0,3,7,0
820.0706,4,1,5,342,85,0,0,6,0
787.7497,6,1,7,176,18,0,2,13,0
731.1175,4,1,5,55,20,0,0,6,0
679.1486,3,1,4,284,99,0,0,3,0
494.1483,3,1,5,0,15804,0,0,3,0
476.9694,4,1,5,196,47,0,0,3,3
476.1567,4,1,10,0,15804,0,2,4,0
387.8144,3,1,6,0,15804,0,0,3,0
291.0431,5,6,9,4048,142,0,1,9,0
214.9289,6,6,25,4048,142,0,0,15,0
2099.9256,6,6,16,4048,142,0,0,15,0
1069.5558,7,6,9,4048,142,0,4,11,6
1064.8931,6,6,31,176,18,0,1,14,0
1006.6928,6,6,12,1583,299,0,0,15,0
609.8453,7,6,10,405,32,0,3,18,0
570.5017,7,6,10,405,32,0,0,21,0
7.1344,4,6,6,58,23,0,0,6,0
493.5681,5,6,13,380,76,0,1,9,0
102.4936,3,5,5,6378,106,0,0,3,0
96.3669,9,5,22,1583,299,0,6,30,0
4361.1631,12,5,20,1583,299,0,28,27,11
3215.9233,5,5,6,1583,299,0,0,10,0
3026.2267,5,5,8,63,9,0,2,8,0
2930.8858,8,5,42,318,10,0,3,18,7
2663.8697,8,5,43,111,47,0,0,28,0
1824.8989,9,5,21,1583,299,0,9,27,0
2641.9717,6,5,7,262,54,0,3,12,0
2510.5117,10,5,30,37,14,0,6,30,9
2466.7003,5,5,11,25,3,0,1,9,0
2347.3394,6,5,8,1583,299,0,0,15,0
2171.2889,5,5,5,262,54,0,1,9,0
2158.3039,6,5,9,410,18,0,1,14,0
2130.9861,4,5,8,174,82,0,1,5,0
1843.9781,4,5,9,1583,299,0,0,6,0
1493.1125,5,5,7,1583,299,0,0,10,0
1383.3864,6,5,24,4048,142,0,0,15,0
1383.32,9,5,17,24,4,0,9,27,0
1023.6936,8,5,20,0,15804,0,3,25,0
996.4747,3,5,4,1583,299,0,0,3,0
828.5706,3,5,4,1583,299,0,0,3,0
819.4253,3,5,6,380,76,0,0,3,0
669.8058,4,5,5,355,71,0,0,6,0
671.9317,3,5,5,0,15804,0,0,3,0
502.9653,4,5,5,165,31,0,0,6,0
468.5961,5,5,6,410,18,0,1,9,0
301.2031,5,5,6,1748,111,0,0,10,0
208.3528,7,4,13,24,7,0,2,13,6
141.5297,8,4,12,9,3,0,7,21,0
6218.1456,5,4,9,107,32,0,0,10,0
5172.9967,3,4,4,262,54,0,0,3,0
3851.7322,3,4,5,168,51,0,0,3,0
3816.7953,5,4,11,37,14,0,0,10,0
3334.6042,5,4,6,1583,299,0,0,10,0
3068.5778,7,4,15,523,61,0,2,19,0
3029.8536,3,4,4,262,54,0,0,3,0
2900.1197,3,4,4,684,91,0,0,3,0
2687.8847,5,4,8,35,8,0,0,10,0
2641.3025,6,4,7,155,35,0,0,10,5
2497.9769,5,4,5,155,35,0,1,9,0
2496.4386,7,4,13,120,26,0,3,18,0
2472.0878,6,4,18,2,2,0,0,15,0
2463.6142,5,4,7,37,14,0,1,9,0
2225.3311,6,4,7,193,31,0,2,13,0
2013.3744,5,4,6,39,7,0,0,10,0
1965.5353,6,4,7,39,7,0,2,13,0
1939.8406,3,4,2,59,12,0,0,3,0
1938.4478,6,4,15,107,32,0,0,15,0
1470.6497,3,4,5,1485,333,0,0,3,0
1139.0475,6,4,14,461,128,0,7,8,0
1046.0353,5,4,7,4048,142,0,1,9,0
1020.6111,6,4,14,0,15804,0,1,9,5
952.2025,4,1,6,153,39,0,1,5,0
877.8647,3,1,5,199,31,0,0,3,0
891.8731,4,1,5,55,7,0,0,6,0
700.9225,7,1,21,0,15804,0,3,18,0
688.8378,5,1,10,461,128,0,1,9,0
649.9322,4,1,5,39,7,0,0,6,0
648.0708,3,1,5,227,67,0,0,3,0
573.9161,5,1,12,113,22,0,0,10,0
559.8511,5,1,7,29,9,0,0,6,4
299.5908,3,1,5,174,82,0,0,3,0
525.2589,4,1,12,107,32,0,0,6,0
511.3439,3,1,5,227,67,0,0,3,0
460.4308,4,1,5,190,25,0,0,6,0
366.0936,3,1,5,461,128,0,0,3,0
339.7911,3,1,6,0,15804,0,0,3,0
150.0208,6,4,8,165,31,0,0,15,0
117.6278,5,4,8,156,32,0,0,10,0
841.0681,5,4,12,284,99,0,1,9,0
826.8067,4,4,4,1583,299,0,0,6,0
802.5183,5,4,9,0,15804,0,0,10,0
673.8247,4,4,5,684,91,0,0,6,0
665.6669,6,4,8,1,1,0,4,6,5
648.9797,3,4,4,380,76,0,0,3,0
473.5247,3,4,3,1583,299,0,0,3,0
452.0781,5,4,8,119,45,0,0,10,0
409.8131,4,4,6,384,83,0,1,5,0
348.005,5,3,9,174,82,0,2,8,0
61.7592,3,3,4,262,54,0,0,3,0
4843.9492,6,3,8,189,60,0,1,14,0
3816.4672,4,3,4,342,47,0,0,6,0
3653.8831,3,3,4,684,91,0,0,3,0
3505.4042,7,3,12,95,26,0,3,18,0
3025.6158,6,3,13,37,14,0,0,15,0
2626.1033,5,3,6,61,23,0,2,8,0
2563.67,4,3,5,165,31,0,0,6,0
2165.8703,3,3,4,165,31,0,0,3,0
2158.7719,4,3,5,258,51,0,1,5,0
2063.8989,7,3,10,189,60,0,5,16,0
2061.6447,3,3,5,342,85,0,0,3,0
2044.3853,4,3,4,2684,416,0,0,6,0
1740.6781,5,3,6,399,128,0,1,9,0
1386.7489,4,3,5,262,54,0,0,6,0
1379.1994,5,3,9,95,26,0,2,8,0
886.1142,4,3,6,2096,179,0,0,6,0
876.1297,6,3,8,4048,142,0,0,15,0
807.4275,3,3,4,2096,179,0,0,3,0
789.0314,4,3,4,355,71,0,1,5,0
682.3547,12,2,16,342,47,0,29,26,0
667.3528,5,2,7,46,7,0,0,10,0
20272.1,6,2,11,100,58,0,5,10,0
5672.1258,4,2,4,1583,299,0,0,6,0
1842.1983,8,1,11,95,26,0,9,12,7
479.22,4,1,7,0,15804,0,1,5,0
4255.1186,7,1,9,342,85,0,2,19,0
3746.0964,5,1,9,1583,299,0,0,10,0
3235.1289,4,1,5,37,13,0,0,6,0
3063.6794,5,1,5,155,35,0,2,8,0
2972.9275,8,1,10,83,13,0,12,9,7
2548.2756,4,1,5,55,20,0,0,6,0
2351.7422,7,1,10,0,15804,0,5,16,0
2165.5431,4,1,4,39,7,0,0,6,0
2158.9847,5,1,9,0,15804,0,1,9,0
2059.2011,5,1,6,6,3,0,2,8,0
1867.8994,5,1,8,167,30,0,2,8,0
1862.4378,6,1,13,270,52,0,2,13,0
1794.4186,4,1,5,98,51,0,0,6,0
1437.3489,3,1,5,384,83,0,0,3,0
1401.4486,4,1,4,129,11,0,2,4,0
1397.0653,4,1,5,153,39,0,0,6,0
1378.4981,4,1,8,0,15804,0,0,3,3
1376.8783,4,1,5,167,30,0,1,5,0
1376.7239,4,1,5,167,30,0,0,6,0
1331.1525,5,1,8,58,23,0,2,8,0
1324.2442,4,1,5,461,128,0,0,6,0
1307.8469,4,1,5,153,39,0,0,6,0
1140.1233,4,1,5,189,60,0,0,6,0
1132.2175,8,5,12,110,28,0,10,18,0
1131.5217,7,5,16,1583,299,0,6,15,0
6615.7131,7,5,14,61,18,0,0,21,0
5472.6947,8,5,60,120,26,0,5,23,0
5012.7292,8,5,61,973,43,0,0,28,0
4974.7686,9,5,23,1583,299,0,2,34,0
4874.2275,5,5,11,24,9,0,0,10,0
4503.4622,5,5,9,1583,299,0,0,10,0
3157.1692,10,5,23,1583,299,0,2,43,0
3096.0619,7,5,15,29,9,0,4,17,0
2995.0361,4,5,5,1485,333,0,0,6,0
2783.125,7,5,21,190,25,1,0,10,10
2760.0097,4,5,5,384,83,0,0,6,0
2118.9242,4,5,5,384,83,0,0,6,0
1687.0278,4,5,5,384,83,0,0,6,0
1686.9972,5,5,12,1748,111,0,0,10,0
1668.0672,5,5,8,1583,299,0,5,5,0
1501.1653,7,5,8,99,11,0,8,13,0
1468.8014,4,5,5,410,18,0,0,6,0
817.9811,4,5,5,99,39,0,1,5,0
646.9064,3,5,4,684,91,0,0,3,0
644.9364,3,5,7,111,47,0,0,1,2
581.5878,3,5,4,384,83,0,0,3,0
512.8258,5,5,9,958,55,0,0,10,0
511.4717,6,5,12,2242,181,0,4,11,0
501.0389,4,5,8,262,54,0,0,6,0
479.8647,4,5,7,355,71,0,0,6,0
457.2894,4,5,6,355,71,0,0,6,0
431.5044,3,5,3,410,18,0,0,3,0
431.3503,7,5,16,1583,299,0,2,19,0
411.1506,7,5,11,39,7,0,5,10,6
409.5481,3,5,4,1583,299,0,0,3,0
